display_record,year,state,armed_with,threat_type,flee_status,body_camera,median_income,poverty_rate,unemployment_rate,gini_index,bachelor_plus_rate,less_than_highschool_rate,population_density,land_area_sqmi,primary_cluster,profile_name
Incident record 07794,2022,CO,Gun,Threat,Vehicle,0,88213.0,0.1178626523975505,0.0370804680686004,0.4947,0.5705327424539247,0.0914240066949426,4659.52415171747,153.074,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07795,2022,MO,Gun,Shoot,Vehicle,0,77612.0,0.0760108834122328,0.026776723538839,0.4246,0.3537449791289281,0.0629788814005558,646.3669786600545,397.658,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07796,2022,IL,Gun,Threat,Missing,0,76632.0,0.1357261617385307,0.057192793820132,0.5032,0.424411105074735,0.118237563904328,5407.093057219417,944.924,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07797,2022,MI,Knife,Threat,Missing,1,55867.0,0.2123939233151748,0.0724460170016189,0.4969,0.2733230251222879,0.1234415249008595,2871.736074790794,611.84,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07798,2022,IN,Gun,Shoot,Missing,1,62565.0,0.1543298217299112,0.0491245533483911,0.4792,0.3568141382434541,0.1245155000852813,2448.1711936484207,395.996,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07799,2022,CO,Knife,Flee,Vehicle,1,93784.0,0.0794188430341385,0.0378077591321298,0.4539,0.464629233218069,0.074249958834184,821.9309250558038,797.887,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07800,2022,KS,Gun,Point,Not Fleeing,0,65774.0,0.1636198093333809,0.0499560342932512,0.4759,0.488534131770039,0.0386299721573181,263.215172764852,455.764,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07801,2022,IL,Gun,Unclear Threat,Missing,0,65301.0,0.1286870223728344,0.0462433059826702,0.4908,0.3556482189846068,0.0612027003169425,288.3213861434148,618.695,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07802,2022,NM,Gun,Point,Vehicle,0,83639.0,0.100562128243676,0.0368699771142689,0.4384,0.3463013143099412,0.0758723663108997,41.37276918673256,3710.194,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07803,2022,MI,Gun,Shoot,Not Fleeing,0,59823.0,0.1647358971936124,0.0517109685304002,0.4655,0.3985608623358752,0.0762169600366951,510.91118020576135,556.081,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07804,2022,FL,Gun,Shoot,Not Fleeing,0,61924.0,0.1639898535200531,0.0489761284463271,0.4531,0.3062332218183135,0.0885661643209278,494.4893203469727,656.997,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07805,2022,TX,Knife,Threat,Not Fleeing,0,53424.0,0.2128541309327973,0.0578356662068757,0.4762,0.2577170809609013,0.1889093802710112,857.1697787425076,1013.525,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07806,2022,TX,Gun,Threat,Not Fleeing,0,68706.0,0.1648138723464592,0.0545874962070554,0.4964,0.3412386164085743,0.175104855583975,2800.296727909996,1707.288,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07807,2022,OK,Unarmed,Move,Vehicle,0,71817.0,0.1069292818706685,0.0312698565514585,0.4135,0.2539140758329005,0.0725977591452103,146.26184060010627,675.747,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07808,2022,TX,Gun,Shoot,Not Fleeing,0,54797.0,0.1863868791241433,0.0523130094072855,0.4867,0.2163811269986784,0.1546974152607955,286.0955704973567,876.735,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07809,2022,CO,Unclear Weapon Information,Threat,Not Fleeing,1,58723.0,0.1477333301027331,0.0398264289104346,0.4545,0.238156619908168,0.1002653860735498,71.04024108026888,2386.591,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07810,2022,OH,Gun,Shoot,Missing,0,65763.0,0.1230259564913984,0.03605490733401,0.4686,0.3694922267851157,0.0757836071069393,1298.160614920991,412.801,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07811,2022,TX,Gun,Threat,Not Fleeing,0,65854.0,0.1570379974652838,0.0466587826941684,0.4595,0.3206347663551402,0.1223327102803738,1660.4292302234835,1240.36,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07812,2022,MS,Gun,Unclear Threat,Missing,0,56041.0,0.1949738057205005,0.0572294133847424,0.463,0.2617670823818724,0.0966028455998594,367.9057799719683,573.636,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07813,2022,OH,Gun,Threat,Not Fleeing,0,66330.0,0.1294112295886209,0.0365433115445982,0.4677,0.3009763543416608,0.0886170270416734,644.7396317497595,490.536,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07814,2022,AZ,Gun,Shoot,Missing,0,63936.0,0.1421618567203824,0.0319378205256121,0.4596,0.2898523717829265,0.0709774934260927,30.3081448915244,8122.932,1,"Lower-income rural, older/White-composition profile"
Incident record 07815,2022,GA,Gun,Shoot,Vehicle,0,90346.0,0.1272660067469216,0.0439485740586952,0.52,0.5815155965174623,0.0576624150641498,2039.811703965226,526.83,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07816,2022,OH,Gun,Threat,Vehicle,0,74581.0,0.1174137615433387,0.033945796968305,0.4549,0.3324985802624937,0.0965697564361433,832.5973814402936,466.516,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07817,2022,IN,Gun,Shoot,Foot,0,68837.0,0.0930607036519414,0.070731433699798,0.4273,0.2442703067071115,0.0725480283114256,111.75198036154958,308.782,1,"Lower-income rural, older/White-composition profile"
Incident record 07818,2022,CA,Gun,Shoot,Not Fleeing,0,77526.0,0.1307962762311213,0.0621218668971478,0.4278,0.2139670168304529,0.0744662826160623,44.77772897680037,1020.016,1,"Lower-income rural, older/White-composition profile"
Incident record 07819,2022,TX,Knife,Threat,Not Fleeing,0,70164.0,0.1345981422372054,0.0461355056626266,0.4275,0.1846864479761998,0.1114068738745791,63.527353614566735,890.577,1,"Lower-income rural, older/White-composition profile"
Incident record 07820,2022,OK,Gun,Shoot,Vehicle,0,43467.0,0.2213931674039332,0.0398843050692647,0.4714,0.1360079669938824,0.1357234314980794,30.987077261479243,618.29,1,"Lower-income rural, older/White-composition profile"
Incident record 07821,2022,NV,Gun,Move,Not Fleeing,0,70797.0,0.1307242951089868,0.0576686308386828,0.4713,0.2710118919495639,0.13195839709596,294.35945107120034,7891.661,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07822,2022,IN,Knife,Threat,Not Fleeing,0,68350.0,0.0888011076722593,0.0287687330441468,0.412,0.2968506212077434,0.096353655013002,333.5337877563512,372.487,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07823,2022,NJ,Replica,Unclear Threat,Foot,0,79955.0,0.1229911381455624,0.058950658332225,0.4678,0.3068520156558035,0.1464147169178648,2761.137257430211,186.132,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07824,2022,CA,Gun,Shoot,Foot,0,82516.0,0.1387138974473475,0.0581821497402856,0.5054,0.3564490535295859,0.1939272865433025,2394.21917939124,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07825,2022,IL,Gun,Shoot,Not Fleeing,0,60332.0,0.1401299756295694,0.0425948645100191,0.446,0.2464882512135401,0.0479974798459269,174.80552856955842,580.548,1,"Lower-income rural, older/White-composition profile"
Incident record 07826,2022,PA,Gun,Shoot,Foot,0,56517.0,0.2167803817324924,0.0704720856127166,0.5148,0.3625512223677975,0.1271160296973582,11667.656802531175,134.325,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07827,2022,CT,Gun,Shoot,Not Fleeing,0,81925.0,0.0936091999257637,0.0546348676286124,0.4543,0.3130251258142053,0.1123333405330017,1100.0499050350788,412.784,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07828,2022,WA,Gun,Shoot,Missing,0,62381.0,0.1329607009517232,0.0526371308016877,0.4399,0.2094500753523832,0.0795780266540586,18.8825414203608,2477.103,1,"Lower-income rural, older/White-composition profile"
Incident record 07829,2022,KS,Knife,Move,Not Fleeing,0,60544.0,0.1399942213233169,0.0523497565540852,0.4631,0.3070836034777983,0.0710521503499409,326.2428034675706,544.012,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07830,2022,WI,Vehicle,Move,Vehicle,0,84831.0,0.1040248337733538,0.0204333382187698,0.471,0.5565726772014776,0.034293381844025,474.8887794954772,1196.497,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07831,2022,LA,Unclear Weapon Information,Unclear Threat,Foot,0,62197.0,0.1641857665880937,0.0490967101682797,0.4894,0.2438090849634342,0.0920090373981806,190.22728447445456,1064.085,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07832,2022,TX,Gun,Point,Not Fleeing,1,76210.0,0.1059397879855992,0.0378478673899035,0.4614,0.3441995452416047,0.1297882459808727,2489.8135351135475,865.364,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07833,2022,AR,Gun,Threat,Missing,0,85917.0,0.0728547395794934,0.0235391389861508,0.4307,0.3849123363430032,0.0985410864545031,357.2622512040938,847.733,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07834,2022,NY,Gun,Threat,Not Fleeing,0,95866.0,0.173228229277471,0.0565346820715424,0.5986,0.6446407661391077,0.1136886612653249,70450.74587342219,22.658,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07835,2022,OK,Gun,Flee,Foot,0,52443.0,0.1862308268601396,0.0596741876470075,0.4228,0.1505899060519991,0.1336574175223945,21.060391906423305,1277.754,1,"Lower-income rural, older/White-composition profile"
Incident record 07836,2022,TX,Gun,Point,Not Fleeing,0,76210.0,0.1059397879855992,0.0378478673899035,0.4614,0.3441995452416047,0.1297882459808727,2489.8135351135475,865.364,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07837,2022,NV,Gun,Shoot,Not Fleeing,0,80125.0,0.1019337439857804,0.050134095127567,0.4774,0.3151863283853637,0.1103752885679876,78.65025151709035,6315.873,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07838,2022,OK,Gun,Point,Not Fleeing,0,61446.0,0.1608402716358128,0.0411863433593922,0.5045,0.3566773287251878,0.1131532418189204,1132.118775567781,708.9,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07839,2022,AR,Gun,Shoot,Missing,0,54879.0,0.1756041119665346,0.0752249327520638,0.4283,0.1656110644348219,0.1208233697408388,79.59607856722208,577.34,1,"Lower-income rural, older/White-composition profile"
Incident record 07840,2022,CA,Gun,Shoot,Foot,1,98928.0,0.1058386725747029,0.0476733849268761,0.4586,0.4302825328046149,0.1031075874973436,778.1112856498883,4210.462,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07841,2022,CA,Gun,Threat,Not Fleeing,0,84211.0,0.1209775749103398,0.0518783898342007,0.4485,0.3378137886662989,0.1096556642347691,1641.149718216476,965.28,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07842,2022,MS,Gun,Point,Not Fleeing,0,59748.0,0.1963902189119426,0.0279080407182889,0.5244,0.4508054522924411,0.0822800495662949,88.9223789253392,631.697,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07843,2022,TX,Gun,Shoot,Not Fleeing,0,56985.0,0.1427233488069061,0.0583318972945028,0.4701,0.1823928822289862,0.1420042144696792,24.67639291744232,1016.356,1,"Lower-income rural, older/White-composition profile"
Incident record 07844,2022,CO,Knife,Threat,Vehicle,1,88403.0,0.1157964331538517,0.0401003983515808,0.4431,0.529352491888515,0.0405957155236694,141.2996495034568,2595.746,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07845,2022,IL,Gun,Point,Not Fleeing,0,62828.0,0.116457140753557,0.0441520152446697,0.4441,0.1931317273193234,0.0922860071758072,81.22947117303197,684.099,1,"Lower-income rural, older/White-composition profile"
Incident record 07846,2022,KY,Unclear Weapon Information,Threat,Not Fleeing,0,69905.0,0.1210631254960413,0.0454962181984872,0.5101,0.3030736440630434,0.1037635313253687,310.1508892413705,172.113,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07847,2022,CO,Knife,Threat,Not Fleeing,0,96079.0,0.1233168483401791,0.0314039932030586,0.487,0.6317828926023917,0.0332067574174857,450.8045065582978,726.408,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07848,2022,MS,Gun,Point,Vehicle,0,61286.0,0.1667369066319298,0.0724761387444711,0.4322,0.1805897477980196,0.1645057169429399,69.40851807106876,404.763,1,"Lower-income rural, older/White-composition profile"
Incident record 07849,2022,TX,Gun,Threat,Missing,1,64241.0,0.1131211143832094,0.059988551803091,0.5296,0.31809401159047,0.0847040917871568,23.16434081139964,934.065,1,"Lower-income rural, older/White-composition profile"
Incident record 07850,2022,WI,Gun,Threat,Foot,0,69948.0,0.0957753765944321,0.0289427597013549,0.4268,0.2157409916011921,0.061771877539962,144.30364969995802,719.566,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07851,2022,MI,Gun,Point,Not Fleeing,0,55867.0,0.2123939233151748,0.0724460170016189,0.4969,0.2733230251222879,0.1234415249008595,2871.736074790794,611.84,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07852,2022,CA,Multiple Weapons,Flee,Vehicle,0,122159.0,0.1010761049202297,0.0409322905809332,0.4825,0.5347000360253449,0.1126652397804573,2208.932293185113,737.459,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07853,2022,CA,Gun,Shoot,Foot,0,79091.0,0.1343028233227294,0.0625238244246579,0.4378,0.2301304981194022,0.1798164513887954,109.31023246916372,20068.167,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07854,2022,MO,Gun,Shoot,Missing,0,52847.0,0.2036194498262112,0.0442778529992671,0.4958,0.4185971056536613,0.0793392530811476,4643.1950745301365,61.72,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07855,2022,GA,Missing,Attack,Vehicle,0,90346.0,0.1272660067469216,0.0439485740586952,0.52,0.5815155965174623,0.0576624150641498,2039.811703965226,526.83,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07856,2022,CO,Gun,Shoot,Not Fleeing,0,140003.0,0.0310896605511203,0.0222790984499682,0.4097,0.6190237139955437,0.0145504535431976,447.1320794208028,840.888,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07857,2022,GA,Gun,Shoot,Not Fleeing,0,76888.0,0.1230503012737396,0.0417954434546307,0.4335,0.3040187369683814,0.1919182542629459,541.9332482310705,392.469,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07858,2022,CO,Gun,Shoot,Not Fleeing,0,140003.0,0.0310896605511203,0.0222790984499682,0.4097,0.6190237139955437,0.0145504535431976,447.1320794208028,840.888,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07859,2022,TX,Knife,Threat,Not Fleeing,0,68706.0,0.1648138723464592,0.0545874962070554,0.4964,0.3412386164085743,0.175104855583975,2800.296727909996,1707.288,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07860,2022,MO,Gun,Point,Not Fleeing,0,77612.0,0.0760108834122328,0.026776723538839,0.4246,0.3537449791289281,0.0629788814005558,646.3669786600545,397.658,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07861,2022,TX,Gun,Point,Vehicle,0,42292.0,0.2900276419306825,0.0452261306532663,0.4161,0.1275112751127511,0.2140221402214022,4.251113166744853,1136.173,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07862,2022,IN,Unclear Weapon Information,Threat,Vehicle,0,62565.0,0.1543298217299112,0.0491245533483911,0.4792,0.3568141382434541,0.1245155000852813,2448.1711936484207,395.996,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07863,2022,AZ,Gun,Shoot,Vehicle,0,83747.0,0.107735282014747,0.0373787857031871,0.4576,0.3611213197894134,0.1053565742417069,494.6224827255245,9202.016,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07864,2022,AL,Missing,Unclear Threat,Foot,0,57098.0,0.1755266094547752,0.0613581743550479,0.4437,0.1687963077091636,0.144801895449005,192.6360007773609,535.144,1,"Lower-income rural, older/White-composition profile"
Incident record 07865,2022,MS,Gun,Point,Not Fleeing,0,60966.0,0.156783346204958,0.0423701489037401,0.4529,0.2625156193316941,0.1004978032165746,200.56721889807352,722.825,1,"Lower-income rural, older/White-composition profile"
Incident record 07866,2022,GA,Gun,Shoot,Missing,0,90346.0,0.1272660067469216,0.0439485740586952,0.52,0.5815155965174623,0.0576624150641498,2039.811703965226,526.83,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07867,2022,TX,Vehicle,Attack,Missing,0,87030.0,0.1028020831603823,0.0647334036725602,0.4009,0.3093539924577799,0.1003771110018035,256.95534072311926,711.252,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07868,2022,NE,Gun,Threat,Not Fleeing,1,74250.0,0.1211740296719418,0.0292844986214995,0.4866,0.425137034653157,0.0789791956481116,1795.536324020738,326.547,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07869,2022,IA,Gun,Shoot,Foot,0,66832.0,0.1136470284601487,0.0309620021801125,0.4546,0.3727559305310511,0.068607694430276,379.6630000807682,458.101,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07870,2022,LA,Gun,Shoot,Not Fleeing,0,55391.0,0.1935140962105672,0.0599169713117293,0.4512,0.2033496318777047,0.1496993199572865,173.21974771859755,791.18,1,"Lower-income rural, older/White-composition profile"
Incident record 07871,2022,TX,Gun,Shoot,Not Fleeing,1,70852.0,0.1417154688744028,0.0408699075153051,0.5038,0.3566696961352411,0.1780334770065698,2978.652251591919,873.16,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07872,2022,CA,Knife,Threat,Missing,0,82516.0,0.1387138974473475,0.0581821497402856,0.5054,0.3564490535295859,0.1939272865433025,2394.21917939124,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07873,2022,CA,Knife,Threat,Foot,1,90894.0,0.1438696312272089,0.0532522214750865,0.4991,0.3711206989382399,0.178162487347179,162.3432985569184,2733.941,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07874,2022,PA,Gun,Point,Not Fleeing,0,72031.0,0.1140235976611315,0.0413961854839556,0.4879,0.4482118939190999,0.0460777748013215,1689.498761562404,729.952,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07875,2022,WY,Gun,Shoot,Missing,0,71621.0,0.1070066393558412,0.0316089693154996,0.4173,0.283763451645722,0.0502385831171994,37.50115419097914,2685.864,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07876,2022,AR,Gun,Shoot,Not Fleeing,0,56308.0,0.1764399851356373,0.0448258950465914,0.5152,0.3767658019944908,0.0605123219467644,526.3203005397108,758.369,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07877,2022,TX,Multiple Weapons,Attack,Vehicle,0,76210.0,0.1059397879855992,0.0378478673899035,0.4614,0.3441995452416047,0.1297882459808727,2489.8135351135475,865.364,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07878,2022,TN,Vehicle,Move,Vehicle,0,87003.0,0.071045850024239,0.019264134011367,0.391,0.3586982270085096,0.0685234789263652,277.6367214860057,571.088,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07879,2022,FL,Gun,Shoot,Foot,0,70533.0,0.137745962367029,0.0407498751663657,0.4538,0.3407373420752093,0.0874030367870604,1332.9469475743583,762.623,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07880,2022,IN,Gun,Threat,Missing,0,65732.0,0.1113364687184308,0.0366802610919648,0.4461,0.313277378905855,0.0981471253996281,595.6804119632471,657.146,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07881,2022,AZ,Gun,Shoot,Missing,1,83747.0,0.107735282014747,0.0373787857031871,0.4576,0.3611213197894134,0.1053565742417069,494.6224827255245,9202.016,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07882,2022,PA,Gun,Move,Vehicle,0,71363.0,0.0964335985710115,0.0368616860032518,0.4376,0.3269318579625881,0.0347140834994901,342.56453668836537,1027.71,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07883,2022,NY,Gun,Shoot,Not Fleeing,0,80557.0,0.1304956942966137,0.0531161100319568,0.4631,0.3544133032156568,0.1717056087261941,20952.40241345057,108.724,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07884,2022,CA,Knife,Point,Not Fleeing,0,66234.0,0.1786675661924731,0.0704806673301581,0.4694,0.1904159820177404,0.2228256617087414,112.61767989936412,8134.673,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07885,2022,CA,Blunt Object,Threat,Missing,0,82516.0,0.1387138974473475,0.0581821497402856,0.5054,0.3564490535295859,0.1939272865433025,2394.21917939124,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07886,2022,GA,Gun,Point,Not Fleeing,0,83901.0,0.0903177607948979,0.0383499557032536,0.4282,0.3879076248684697,0.1083428691140691,2262.338620264145,431.126,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07887,2022,TX,Gun,Point,Foot,0,61748.0,0.1262575221645459,0.0528202017974306,0.47,0.2113308261555259,0.1390573820211088,70.26954144478678,645.244,1,"Lower-income rural, older/White-composition profile"
Incident record 07888,2022,GA,Gun,Move,Missing,0,77169.0,0.1337853188506426,0.0486373553590213,0.499,0.463355597246382,0.0872807358662723,2849.895018418477,267.666,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07889,2022,NV,Gun,Threat,Vehicle,0,70797.0,0.1307242951089868,0.0576686308386828,0.4713,0.2710118919495639,0.13195839709596,294.35945107120034,7891.661,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07890,2022,NV,Gun,Point,Not Fleeing,0,70797.0,0.1307242951089868,0.0576686308386828,0.4713,0.2710118919495639,0.13195839709596,294.35945107120034,7891.661,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07891,2022,KY,Unclear Weapon Information,Unclear Threat,Missing,0,69885.0,0.1337056782601337,0.0538568450312717,0.4107,0.2534234069746211,0.0888564299190554,117.8631464451696,202.26,1,"Lower-income rural, older/White-composition profile"
Incident record 07892,2022,TX,Knife,Threat,Not Fleeing,0,88617.0,0.1032921353905511,0.0273679521617645,0.4477,0.4679857581279371,0.0666119209743934,397.7605148540597,676.852,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07893,2022,NM,Gun,Threat,Not Fleeing,0,65075.0,0.1420606681944277,0.0410569949381392,0.4694,0.3855462739761397,0.0954453006448663,579.1267131397767,1161.245,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07894,2022,PA,Gun,Shoot,Vehicle,0,62516.0,0.1131992803273951,0.0460927528010211,0.4703,0.2463388795413472,0.0865831619617373,92.03528301272662,1228.92,1,"Lower-income rural, older/White-composition profile"
Incident record 07895,2022,FL,Gun,Threat,Not Fleeing,0,70533.0,0.137745962367029,0.0407498751663657,0.4538,0.3407373420752093,0.0874030367870604,1332.9469475743583,762.623,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07896,2022,TX,Gun,Shoot,Missing,0,105205.0,0.0801908826223798,0.0457638502921667,0.4252,0.5026689188017439,0.0827538247566063,1031.7492181924729,861.785,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07897,2022,MD,Knife,Threat,Not Fleeing,1,55198.0,0.1853246468631084,0.0549604513580822,0.5157,0.3478766841060347,0.1244871202567208,7040.879104588244,80.946,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07898,2022,LA,Other,Threat,Not Fleeing,1,58161.0,0.1843526914914142,0.0401490563769683,0.4639,0.2586461333396805,0.1272463285173636,96.05621889420064,1324.11,1,"Lower-income rural, older/White-composition profile"
Incident record 07899,2022,TN,Blunt Object,Threat,Not Fleeing,0,64899.0,0.1422703197043021,0.0289818228041184,0.4907,0.3719869637906588,0.072767866590481,417.0045445080049,326.548,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07900,2022,CO,Gun,Shoot,Foot,0,96079.0,0.1233168483401791,0.0314039932030586,0.487,0.6317828926023917,0.0332067574174857,450.8045065582978,726.408,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07901,2022,NC,Gun,Threat,Vehicle,0,62460.0,0.114875895026642,0.0462094449181792,0.4169,0.2845728496970659,0.0777222178127011,272.01427662268645,762.085,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07902,2022,CO,Knife,Threat,Not Fleeing,0,91565.0,0.0892721050389607,0.0425257391239972,0.4222,0.3462485856036209,0.108464618330577,87.87445187628076,3984.958,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07903,2022,OK,Other,Shoot,Not Fleeing,0,71817.0,0.1069292818706685,0.0312698565514585,0.4135,0.2539140758329005,0.0725977591452103,146.26184060010627,675.747,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07904,2022,KS,Gun,Shoot,Missing,0,59362.0,0.1466549435519816,0.0460002137335692,0.4264,0.2277972621337255,0.160415959573104,1093.037365304211,151.638,1,"Lower-income rural, older/White-composition profile"
Incident record 07905,2022,NM,Knife,Threat,Foot,0,65075.0,0.1420606681944277,0.0410569949381392,0.4694,0.3855462739761397,0.0954453006448663,579.1267131397767,1161.245,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07906,2022,NY,Gun,Shoot,Missing,0,73951.0,0.1981369738495382,0.0682389883007123,0.5435,0.4239259058485988,0.1611967580503348,37339.69471150381,69.377,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07907,2022,MI,Gun,Threat,Not Fleeing,1,55867.0,0.2123939233151748,0.0724460170016189,0.4969,0.2733230251222879,0.1234415249008595,2871.736074790794,611.84,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07908,2022,CO,Gun,Threat,Missing,0,58723.0,0.1477333301027331,0.0398264289104346,0.4545,0.238156619908168,0.1002653860735498,71.04024108026888,2386.591,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07909,2022,IN,Multiple Weapons,Attack,Vehicle,0,58936.0,0.1210802870218656,0.0514920350011218,0.4053,0.1616302041413624,0.088022243359918,50.25933881699586,381.74,1,"Lower-income rural, older/White-composition profile"
Incident record 07910,2022,OH,Gun,Move,Missing,1,57736.0,0.1775160522760154,0.0409568530668186,0.4845,0.3025833941379737,0.0722772140919916,1256.08104527442,339.662,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07911,2022,TN,Knife,Threat,Not Fleeing,1,72473.0,0.139944647835678,0.0359793573941566,0.494,0.4909689958278286,0.0833831932570643,1406.4959750218975,503.481,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07912,2022,TN,Gun,Shoot,Missing,1,72473.0,0.139944647835678,0.0359793573941566,0.494,0.4909689958278286,0.0833831932570643,1406.4959750218975,503.481,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 07913,2022,AZ,Knife,Threat,Missing,0,83747.0,0.107735282014747,0.0373787857031871,0.4576,0.3611213197894134,0.1053565742417069,494.6224827255245,9202.016,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 07914,2022,CA,Knife,Threat,Vehicle,0,86748.0,0.1073481284683775,0.0528205687758523,0.4351,0.2498981749537214,0.1704374452766592,343.15644864225897,7209.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 07915,2022,FL,Unclear Weapon Information,Unclear Threat,Missing,0,61462.0,0.1176317277667133,0.0543162960131321,0.4327,0.2137309783482932,0.0849467554611845,437.44278142026826,472.967,1,"Lower-income rural, older/White-composition profile"
Incident record 07916,2022,WA,Gun,Shoot,Not Fleeing,0,116255.0,0.0848095316250263,0.0356534250116084,0.4884,0.5623168466420212,0.0648866197842728,1071.4152694905129,2115.696,3,"Higher-income, lower-deprivation incident-context profile"
