display_record,year,state,armed_with,threat_type,flee_status,body_camera,median_income,poverty_rate,unemployment_rate,gini_index,bachelor_plus_rate,less_than_highschool_rate,population_density,land_area_sqmi,primary_cluster,profile_name
Incident record 05374,2020,NV,Gun,Point,Not Fleeing,0,61048.0,0.1335529332709796,0.0699262336033856,0.4676,0.2516261513937132,0.1374605077518669,282.4330644714718,7891.661,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05375,2020,AR,Gun,Unclear Threat,Not Fleeing,0,52380.0,0.1597743866630437,0.0440239492956335,0.4865,0.3323781837356294,0.1447502619145083,250.8839965033145,941.463,1,"Lower-income rural, older/White-composition profile"
Incident record 05376,2020,CA,Gun,Move,Not Fleeing,0,57139.0,0.1505293289109001,0.0590816028078385,0.4631,0.2212954649276184,0.0886221508120284,47.47975911968559,3775.651,1,"Lower-income rural, older/White-composition profile"
Incident record 05377,2020,CA,Blunt Object,Threat,Not Fleeing,1,84638.0,0.0908279623202776,0.0587611398987016,0.4147,0.2705514445073576,0.1133412734053146,540.9742301663795,821.736,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05378,2020,NY,Gun,Move,Not Fleeing,1,63973.0,0.1923261654155974,0.065242003745232,0.5246,0.3883721870640328,0.1680432277239734,37141.57429695721,69.377,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05379,2020,OK,Knife,Move,Not Fleeing,0,41900.0,0.1998518549001049,0.0528553770086526,0.441,0.1570431943001335,0.1554697936767107,31.45746613850622,1589.416,1,"Lower-income rural, older/White-composition profile"
Incident record 05380,2020,SC,Gun,Point,Not Fleeing,0,53385.0,0.1381321326355874,0.073059477090872,0.4491,0.2777865969303779,0.1083140472390946,158.72898753495463,1070.674,1,"Lower-income rural, older/White-composition profile"
Incident record 05381,2020,TX,Gun,Shoot,Not Fleeing,0,56784.0,0.1619306540360436,0.0580548685799735,0.456,0.2168050274118873,0.1619095048978437,431.4984028109574,839.287,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05382,2020,AR,Unclear Weapon Information,Unclear Threat,Not Fleeing,0,66876.0,0.0842256190100869,0.039170850524432,0.4053,0.2763182943080144,0.0871882733675994,167.2250510009454,723.516,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05383,2020,OK,Gun,Point,Not Fleeing,0,73591.0,0.0736107685260227,0.0416069826905313,0.3797,0.2837870192057461,0.0882006974444386,161.29194164892317,896.573,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05384,2020,TX,Gun,Shoot,Not Fleeing,0,48292.0,0.1948600996923556,0.0621195018596991,0.4669,0.2402793661166476,0.2104581417602165,825.7467748698848,1013.525,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05385,2020,NY,Gun,Point,Foot,0,99489.0,0.0837913685648605,0.0573999890248587,0.5307,0.4972738129494257,0.1138721696333923,2248.606717005132,430.817,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05386,2020,CA,Vehicle,Attack,Not Fleeing,0,104888.0,0.0929894651485195,0.0473366416076413,0.4621,0.4866685939766491,0.1118406148456968,2253.120512462388,737.459,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05387,2020,TN,Blunt Object,Attack,Not Fleeing,0,40203.0,0.1868328396579668,0.0630606860158311,0.4046,0.166439600363306,0.1927792915531335,36.912839169927416,498.607,1,"Lower-income rural, older/White-composition profile"
Incident record 05388,2020,NY,Replica,Threat,Not Fleeing,0,105362.0,0.0645808657225851,0.0454908007745381,0.4415,0.3732674588881172,0.0964632464314247,1626.2034351555656,910.934,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05389,2020,CA,Knife,Threat,Not Fleeing,0,71358.0,0.1418086230685973,0.0645482669423002,0.4987,0.3354496967005776,0.2020368845560377,2472.919674483419,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05390,2020,MO,Gun,Shoot,Not Fleeing,0,46733.0,0.1468645826781558,0.0499871498329478,0.4556,0.1478816946442845,0.129585220712319,19.45987551034068,836.696,1,"Lower-income rural, older/White-composition profile"
Incident record 05391,2020,NM,Gun,Shoot,Not Fleeing,0,44024.0,0.2483298420426881,0.0767972835031143,0.4835,0.2950053871597236,0.1943973538874196,57.16538009374034,3808.179,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05392,2020,CO,Gun,Shoot,Missing,0,80291.0,0.0776021235989282,0.0435660688190639,0.4565,0.4340328502067487,0.0774165520563455,814.6266325933373,797.887,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05393,2020,FL,Gun,Shoot,Not Fleeing,0,61416.0,0.1418496063691141,0.0550706071620091,0.4776,0.3541491869431459,0.1132470118446386,1521.3015707084576,903.032,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05394,2020,MT,Gun,Shoot,Vehicle,0,52169.0,0.1835972662110351,0.0583267162347505,0.4561,0.313610595016912,0.0698394550045257,20.3848450488772,1490.47,1,"Lower-income rural, older/White-composition profile"
Incident record 05395,2020,ID,Gun,Point,Missing,0,42413.0,0.1194984646878198,0.0632511068943706,0.4284,0.1725858526562958,0.0813031992955679,3.554694271875715,2457.314,1,"Lower-income rural, older/White-composition profile"
Incident record 05396,2020,FL,Gun,Shoot,Not Fleeing,0,51535.0,0.1511005534575191,0.0539259013443184,0.4513,0.2058770752874102,0.1456381750928807,392.4598286653302,1798.235,1,"Lower-income rural, older/White-composition profile"
Incident record 05397,2020,TN,Gun,Threat,Vehicle,0,44389.0,0.1976472974343373,0.0492289442467378,0.473,0.1893474623535973,0.2047546012269938,66.0377358490566,304.432,1,"Lower-income rural, older/White-composition profile"
Incident record 05398,2020,CA,Gun,Shoot,Foot,0,77948.0,0.1108647200522299,0.044730338712022,0.4438,0.3608206715734277,0.0815090922492129,85.58937386279015,3300.842,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05399,2020,CA,Unclear Weapon Information,Unclear Threat,Not Fleeing,0,71358.0,0.1418086230685973,0.0645482669423002,0.4987,0.3354496967005776,0.2020368845560377,2472.919674483419,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05400,2020,GA,Other,Attack,Foot,1,72741.0,0.1336793027988772,0.0579380695940347,0.5395,0.5450920583844148,0.0692724852761053,1995.994912970028,526.83,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05401,2020,IN,Gun,Shoot,Vehicle,0,57530.0,0.154321772876754,0.0704105978226322,0.4536,0.2308990571707838,0.108747123854854,974.1285654152218,498.89,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05402,2020,MO,Unarmed,Threat,Not Fleeing,0,49315.0,0.1529101164046561,0.047883414295628,0.438,0.1847138286526839,0.1242090295058656,62.17927201251178,682.237,1,"Lower-income rural, older/White-composition profile"
Incident record 05403,2020,MO,Gun,Threat,Vehicle,0,56960.0,0.1361929229291814,0.0494093411014903,0.4609,0.3212233212086711,0.0872619889747893,1159.1560246145702,604.52,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05404,2020,CA,Replica,Point,Not Fleeing,0,65761.0,0.1498088804389817,0.0729728215970987,0.4389,0.213580135031039,0.1929688265104021,107.75931852669952,20068.167,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05405,2020,CA,Gun,Threat,Foot,0,71358.0,0.1418086230685973,0.0645482669423002,0.4987,0.3354496967005776,0.2020368845560377,2472.919674483419,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05406,2020,KS,Gun,Shoot,Vehicle,0,61020.0,0.1653623201192881,0.0432838540571604,0.4628,0.512406720365642,0.0454936591008478,266.1552908961656,455.764,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05407,2020,IL,Gun,Shoot,Not Fleeing,0,92654.0,0.0756837118740735,0.0534627205894268,0.4817,0.4605439552175363,0.0920477557542108,1577.0004890923394,443.679,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05408,2020,AZ,Gun,Shoot,Not Fleeing,1,67799.0,0.1271866409932329,0.0509798222330799,0.4629,0.3341688203036882,0.1161453340875296,479.5448084419762,9202.016,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05409,2020,CA,Gun,Shoot,Not Fleeing,0,54851.0,0.2042847039066828,0.0913099985850317,0.4673,0.1712277759696379,0.2466216899548945,109.71037188587668,8134.673,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05410,2020,NV,Knife,Attack,Vehicle,0,57074.0,0.0960763520678685,0.0875943000838223,0.3993,0.1030526929807505,0.1746062609371962,1.0918417669316232,6036.589,1,"Lower-income rural, older/White-composition profile"
Incident record 05411,2020,IN,Gun,Point,Vehicle,0,51104.0,0.1385192001256817,0.0423465237571175,0.4168,0.1636866627839254,0.0975538730343622,122.89060087731607,391.877,1,"Lower-income rural, older/White-composition profile"
Incident record 05412,2020,MS,Gun,Shoot,Not Fleeing,0,42922.0,0.2264689183388032,0.0494152321826106,0.5052,0.2108136667840789,0.1479002778756213,107.37470085664424,703.676,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05413,2020,CO,Gun,Move,Not Fleeing,0,73817.0,0.0989499960377209,0.0406931569722267,0.4044,0.2516234258377847,0.1527263246609147,436.9622006321607,1166.792,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05414,2020,MT,Gun,Shoot,Not Fleeing,0,62630.0,0.0959906986252363,0.0343044445496284,0.4666,0.3282892162661401,0.0516938587950535,60.90605301131617,2633.4,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05415,2020,CA,Gun,Threat,Foot,0,71358.0,0.1418086230685973,0.0645482669423002,0.4987,0.3354496967005776,0.2020368845560377,2472.919674483419,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05416,2020,NC,Gun,Point,Not Fleeing,0,54690.0,0.1238090949443225,0.0603478566408995,0.4555,0.2305980452712277,0.1355139338008211,394.9109807810172,401.374,1,"Lower-income rural, older/White-composition profile"
Incident record 05417,2020,OK,Blunt Object,Attack,Foot,0,44268.0,0.182186426625607,0.0601901941802858,0.4597,0.1815279435002741,0.1484730239607855,57.93394546149529,737.754,1,"Lower-income rural, older/White-composition profile"
Incident record 05418,2020,NY,Gun,Shoot,Not Fleeing,1,62003.0,0.1121185564693721,0.036706607623513,0.4287,0.2371540265832681,0.1013604378420641,149.21915108557045,603.83,1,"Lower-income rural, older/White-composition profile"
Incident record 05419,2020,LA,Knife,Attack,Not Fleeing,0,52866.0,0.1674303083109248,0.0584611214777904,0.4741,0.2187897118821667,0.1259187146541025,190.6407852756124,1064.085,1,"Lower-income rural, older/White-composition profile"
Incident record 05420,2020,CA,Knife,Attack,Not Fleeing,1,130890.0,0.071701640564969,0.0424944480550775,0.4652,0.5347432362179059,0.112595816983129,1490.5141725867566,1291.084,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05421,2020,CO,Gun,Shoot,Not Fleeing,1,73817.0,0.0989499960377209,0.0406931569722267,0.4044,0.2516234258377847,0.1527263246609147,436.9622006321607,1166.792,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05422,2020,CA,Gun,Move,Not Fleeing,0,70732.0,0.1252625759166495,0.072706873905429,0.4549,0.2324847603890407,0.1724017400143468,338.15759577898075,7209.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05423,2020,TX,Knife,Move,Not Fleeing,0,56696.0,0.1149940262843488,0.0248833592534992,0.4179,0.1397456147643195,0.1700058192700972,27.301963789208617,629.039,1,"Lower-income rural, older/White-composition profile"
Incident record 05424,2020,NV,Gun,Point,Not Fleeing,0,61048.0,0.1335529332709796,0.0699262336033856,0.4676,0.2516261513937132,0.1374605077518669,282.4330644714718,7891.661,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05425,2020,CO,Gun,Point,Missing,0,49979.0,0.1763752560927132,0.0689365671641791,0.4578,0.2291028123399119,0.0967170555087652,70.14691666900613,2386.591,1,"Lower-income rural, older/White-composition profile"
Incident record 05426,2020,AK,Gun,Move,Vehicle,0,76118.0,0.1028530169014887,0.0986534990352497,0.4284,0.2189978525411596,0.0644094488188976,4.345268493962157,24707.334,1,"Lower-income rural, older/White-composition profile"
Incident record 05427,2020,TX,Knife,Attack,Not Fleeing,0,58296.0,0.1198792187440278,0.0437163485070974,0.4405,0.2058650570861118,0.1035538739778312,143.14153030770814,932.832,1,"Lower-income rural, older/White-composition profile"
Incident record 05428,2020,CA,Gun,Threat,Not Fleeing,0,94441.0,0.1013955848769347,0.0495824522546862,0.466,0.4124903337645726,0.1395841044942955,3998.583621212637,792.867,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05429,2020,CA,Gun,Point,Vehicle,0,71358.0,0.1418086230685973,0.0645482669423002,0.4987,0.3354496967005776,0.2020368845560377,2472.919674483419,4060.254,2,"Higher-Hispanic-composition, younger/large-area profile"
Incident record 05430,2020,TX,Knife,Attack,Not Fleeing,0,100541.0,0.0625559267061457,0.0399620887007527,0.4324,0.5322820045509933,0.060961265218422,1195.721238701396,841.365,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05431,2020,OK,Unarmed,Unclear Threat,Not Fleeing,0,43003.0,0.1815667513828674,0.0464255677039529,0.4157,0.1435525531492151,0.1234849990065567,18.7506157595024,761.255,1,"Lower-income rural, older/White-composition profile"
Incident record 05432,2020,GA,Gun,Shoot,Vehicle,0,80830.0,0.0860424552560165,0.0477870629773189,0.4477,0.4844282390907595,0.0741675609202064,2227.4809385027525,339.69,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05433,2020,VA,Gun,Shoot,Foot,1,45664.0,0.2010366948935078,0.0672615771680163,0.4896,0.2477220630372492,0.1233381088825214,2331.130500223419,42.521,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05434,2020,FL,Gun,Shoot,Not Fleeing,0,51535.0,0.1511005534575191,0.0539259013443184,0.4513,0.2058770752874102,0.1456381750928807,392.4598286653302,1798.235,1,"Lower-income rural, older/White-composition profile"
Incident record 05435,2020,NV,Gun,Shoot,Foot,1,79375.0,0.1189029111179931,0.0427422303473491,0.4021,0.1684909278654668,0.1319958695972857,3.059225302157966,17173.302,1,"Lower-income rural, older/White-composition profile"
Incident record 05436,2020,IN,Gun,Shoot,Vehicle,0,45910.0,0.2144738808758687,0.0635545158088756,0.467,0.2488605030667942,0.0978560576219683,291.9111777592455,392.109,1,"Lower-income rural, older/White-composition profile"
Incident record 05437,2020,AR,Knife,Attack,Vehicle,0,52930.0,0.1576718781967777,0.0497649914777129,0.5068,0.3517504203250514,0.0868447599476928,518.3202372459845,758.369,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05438,2020,KY,Knife,Attack,Missing,0,82838.0,0.0648964841357344,0.0355235962797106,0.4016,0.321947966844096,0.0631387742432429,537.4957363522666,246.268,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05439,2020,FL,Gun,Shoot,Foot,0,53431.0,0.1225397267649489,0.0601453816267702,0.4516,0.2463304622598236,0.1010244126191325,723.1190212776216,746.606,1,"Lower-income rural, older/White-composition profile"
Incident record 05440,2020,CA,Gun,Point,Foot,1,82426.0,0.1092103537196816,0.0616604967792597,0.4616,0.39456277895737,0.119549721026073,789.4549339241156,4210.462,3,"Higher-income, lower-deprivation incident-context profile"
Incident record 05441,2020,TN,Gun,Shoot,Missing,0,49423.0,0.1253638887008327,0.0623524868042741,0.4179,0.1750315862850172,0.128632422776979,88.08925171985105,681.309,1,"Lower-income rural, older/White-composition profile"
Incident record 05442,2020,CA,Gun,Shoot,Not Fleeing,0,48895.0,0.1881836692816441,0.0886478194170501,0.5138,0.1742614601018675,0.1412790039615166,21.76094226887391,2949.137,1,"Lower-income rural, older/White-composition profile"
Incident record 05443,2020,OH,Gun,Shoot,Not Fleeing,0,53064.0,0.1601906015593965,0.0626396011988223,0.4652,0.2832543193115379,0.094696389077452,1153.109021114076,461.351,0,"Dense urban, higher-Black-composition firearm profile"
Incident record 05444,2020,KY,Gun,Point,Vehicle,0,47011.0,0.1517221926223085,0.0353459036856973,0.4866,0.2558720097251769,0.0783875309338774,263.2181875185903,248.786,1,"Lower-income rural, older/White-composition profile"
Incident record 05445,2020,PA,Gun,Shoot,Vehicle,0,53194.0,0.1461379235923311,0.060475161987041,0.451,0.2355840749249606,0.0983698187611678,356.87177106945666,889.807,1,"Lower-income rural, older/White-composition profile"
Incident record 05446,2020,TX,Missing,Flee,Vehicle,0,83217.0,0.0977675271297199,0.0342152511941461,0.4675,0.2744342622031045,0.1588460819150925,190.18879156957567,900.358,2,"Higher-Hispanic-composition, younger/large-area profile"
